address,sniff_provider,phone_num,times,
"הדגן 2, קניון פסגת זכרון זכרון יעקב, קניון פסגת",מאוחדת,04-6299111,"Opening_hours   שעות פעילות  ימים א', ב', ד' ימים ג', ה', ו'   8:00 - 12:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה פיזיותרפיה מכון קרדיולוגי מכון גסטרואנטרולוגי  שירותים סוציאליים יועצי תזונה
"הדובדבן 1, מזכרת בתיה",קופת חולים כללית - מרפאת הדובדבן,08-9451391,"Opening_hours ייפתח ביום ה' ב-7:30  שעות פעילות  יום א' יום ב' יום ג' יום ה' יום ו'   7:30 - 13:00, 16:00 - 19:00  7:30 - 12:00  7:30 - 12:00, 16:00 - 19:00  7:30 - 14:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בדיקומט  נגישות לנכים
"הדס 10, אופקים",שירותי בריאות כללית,08-9960628,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  נגישות לנכים
"הדקל 24, טירת כרמל",מאוחדת,04-8569900,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א', ב', ד' ימים ג', ה' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 12:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים  יועצי תזונה
"הדקל 6, יבנה",שירותי בריאות כללית,08-9326400,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה בדיקומט בית מרקחת   עוד פרטים  נגישות לנכים
"הדר 84, מתן",שירותי בריאות כללית,03-9028200,"Opening_hours ייפתח ב-16:30  שעות פעילות  יום א' ימים ב', ג', ה' יום ד' יום ו'   7:00 - 12:00, 16:30 - 20:30  16:30 - 20:30  7:00 - 9:00, 16:30 - 20:30  13:00 - 15:00  חוה""מ:	 17:00 - 19:00
ערב חג:13:00 - 15:00  צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  נגישות לנכים
"ההגנה 29, נהריה",מאוחדת,04-6670000,"Opening_hours   שעות פעילות  ימים א' - ה'   8:00 - 13:00, 16:00 - 19:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מוניטור מרפאת נשים
"ההגנה 29, נהריה, עמידר, נוה אלון",שירותי בריאות כללית,04-6641010,"Opening_hours   שעות פעילות  יום א' יום ב' יום ג' ימים ד' - ו'   12:30 - 16:30  8:00 - 12:30  15:00 - 19:00  8:00 - 12:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
"ההגנה 6, כפר תבור, מרכז המושבה",מאוחדת,04-6760706,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א', ב' יום ג' ימים ד', ו' יום ה'   8:00 - 12:00, 16:00 - 19:00  8:00 - 13:00, 16:00 - 18:00  8:00 - 12:00  8:00 - 12:00, 16:00 - 18:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים  שירותים סוציאליים
"ההסתדרות 21, חצור הגלילית",שירותי בריאות כללית,04-6869222,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א', ג' ימים ב', ד', ו' יום ה'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 15:00  חוה""מ:	08:00 - 12:00
ערב חג:	08:00 - 12:00
  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט אולטרה סאונד  נגישות לנכים
"ההסתדרות 26, פתח תקווה, מגדךי פלינר",שירותי בריאות כללית,03-7500540,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקומט בית מרקחת
הודיה,שירותי בריאות כללית,08-6723635,Opening_hours   שעות פעילות  יום א' יום ב' יום ג' יום ד' יום ה'   11:30 - 15:00  10:00 - 12:30  7:30 - 10:00  8:00 - 11:00  12:00 - 14:30   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה
הודיות,שירותי בריאות כללית,04-6653224,"Opening_hours   שעות פעילות  ימים א', ב' יום ג' יום ה'   10:00 - 15:00  8:00 - 14:00  18:00 - 21:00   צפה בשעות הפעילות", בדיקות מעבדה
"הורד 7, שדרות",מכבי שירותי בריאות,08-6891855,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א', ג' - ה' יום ב'   8:00 - 12:00, 16:00 - 18:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה אולטרה סאונד פיזיותרפיה  שירותים סוציאליים
"הושע 10, יד בנימין",מכבי שירותי בריאות,08-6866270,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א', ב', ה' יום ג' יום ד' יום ו'   8:00 - 12:00  8:00 - 12:00, 16:00 - 19:00  16:00 - 19:00  8:00 - 11:00   צפה בשעות הפעילות", בדיקות מעבדה
הושעיה,שירותי בריאות כללית,04-6452262,"Opening_hours   שעות פעילות  יום א' ימים ב', ג', ה' יום ד'   12:00 - 19:00  6:30 - 14:00  16:00 - 20:00   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
הזורעים,שירותי בריאות כללית,04-6793779,Opening_hours   שעות פעילות  יום א' יום ב' יום ג' יום ד' יום ה'   7:30 - 12:00  13:00 - 18:00  13:00 - 15:00  8:00 - 14:00  10:00 - 16:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה
"הזית 1, בית אריה",לאומית שירותי בריאות,08-9770800,"Opening_hours   שעות פעילות  ימים א' - ג', ה' ימים ד', ו'   7:30 - 12:30, 16:00 - 19:30  7:30 - 12:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת פיזיותרפיה  רפואה משלימה
"הזית 1, נשר",לאומית שירותי בריאות,04-8203284,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד'   8:00 - 12:30, 16:00 - 18:30  8:00 - 12:30   צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת אולטרה סאונד מכון ממוגרפיה מכון סוכרת   עוד פרטים  רפואה משלימה שירות מעקב היריון
"הזית 29, גבעת עדה",מאוחדת,04-6288328,"Opening_hours   שעות פעילות  ימים א', ב', ד' ימים ג', ה', ו'   8:00 - 12:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מכון להתפתחות הילד מרפאת נשים  שירותים סוציאליים יועצי תזונה
"הזית 63, עתלית",מכבי שירותי בריאות,04-9543651,"Opening_hours ייפתח ב-16:00  שעות פעילות  יום א' יום ב' יום ג' יום ד' יום ה' יום ו'   8:00 - 12:00  8:00 - 11:30, 18:00 - 20:30  8:00 - 12:00, 16:00 - 18:30  8:00 - 11:00, 16:00 - 18:00  16:00 - 21:00  9:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה
"הזמיר 100, נהריה",שירותי בריאות כללית,04-6641115,"Opening_hours   שעות פעילות  ימים א', ד' - ו' יום ב' יום ג'   8:00 - 12:00  12:00 - 19:00  8:00 - 14:00  ערב חג:08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת
"החבצלת 2, כרמיאל, דרום",שירותי בריאות כללית,04-9904300,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א' - ג', ה' ימים ד', ו'   8:00 - 19:00  8:00 - 12:00  חוה""מ:	08:00 - 13:00
ערב חג:	08:00 - 12:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה בית מרקחת מכון להתפתחות הילד  שירות מעקב היריון נגישות לנכים
"החוזה מלובלין 4, ביתר עילית",שירותי בריאות כללית,02-5800400,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  שירותי ביקור בית נגישות לנכים
החותרים,שירותי בריאות כללית,04-8302671,"Opening_hours   שעות פעילות  ימים א', ד' יום ב' יום ג' יום ה' יום ו'   7:30 - 15:00  16:00 - 20:00  8:00 - 12:00, 16:00 - 20:00  12:00 - 15:00  8:00 - 9:30  ערב חג:	08:00 - 12:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
"החיד""א 1, ביתר עילית",מאוחדת,02-5888444,Opening_hours פתוח  עד 18:00  שעות פעילות  ימים א' - ה' יום ו'   8:00 - 18:00  8:00 - 12:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת מכון רנטגן מכון להתפתחות הילד   עוד פרטים  יועצי תזונה
"החסידה 2, קדימה",מאוחדת,09-8919129,"Opening_hours   שעות פעילות  ימים א', ב', ד' ימים ג', ה', ו'   7:30 - 12:00, 16:00 - 19:00  7:30 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים  שירותים סוציאליים יועצי תזונה
"החסידה 8, נתניה",שירותי בריאות כללית,09-8845164,"Opening_hours   שעות פעילות  יום א' ימים ב', ג', ה', ו' יום ד'   8:00 - 12:00, 17:00 - 19:00  8:00 - 12:00  16:00 - 19:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00
חג:	 00:00 - 01:00  צפה בשעות הפעילות", טיפת חלב שירות אחיות בדיקות מעבדה  שירותי ביקור בית נגישות לנכים
"החרוב 62, עתלית",שירותי בריאות כללית,04-9842020,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה בית מרקחת  שירות מעקב היריון נגישות לנכים
"החרושת 13, כרמיאל",לאומית שירותי בריאות,04-9088000,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  יום א' ימים ב', ד' ימים ג', ה' יום ו'   8:00 - 12:30, 15:15 - 19:00  8:00 - 13:00  8:00 - 13:00, 15:30 - 19:00  8:00 - 12:30   צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת מכון רנטגן אולטרה סאונד פיזיותרפיה שירותי רפואה דחופה מכון סוכרת   עוד פרטים  רפואה משלימה שירותי ביקור בית שירות מעקב היריון שירותי אופטומטריה
"החשמונאים 1, טבריה",שירותי בריאות כללית,04-6729403,"Opening_hours   שעות פעילות  יום א' ימים ב', ה' ימים ג', ו' יום ד'   7:30 - 14:00  7:30 - 19:00  7:30 - 13:00  7:30 - 15:00  חוה""מ
מ 07:30 עד 12:30
ערב חג
מ 07:30 עד 12:00
  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט  נגישות לנכים
"החשמונאים 15, באר שבע, (נחל עשן)",לאומית שירותי בריאות,08-6468300,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 12:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת  רפואה משלימה
"היהודים 124, ירושלים העתיקה, הרובע היהודי",שירותי בריאות כללית,02-6268444,"Opening_hours   שעות פעילות  ימים א', ב', ד', ה' יום ג'   7:45 - 12:15  17:00 - 19:00   צפה בשעות הפעילות", בדיקות מעבדה
היוגב,שירותי בריאות כללית,04-9893679,"Opening_hours   שעות פעילות  יום א' יום ב' יום ד' יום ה'   7:30 - 12:30  7:30 - 9:00, 11:30 - 15:30  15:30 - 19:00  13:00 - 15:00  ערב חג:	08:00 - 10:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
"היוצרים 6, אור יהודה",מאוחדת,03-7909111,"Opening_hours   שעות פעילות  ימים א', ב', ד' ימים ג', ה', ו'   8:00 - 12:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות פיזיותרפיה מרפאת נשים  שירותים סוציאליים
"היצהר, חשמונאים",שירותי בריאות כללית,08-9766450,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  נגישות לנכים
"הירדן, טבריה",שירותי בריאות כללית,04-6728200,"Opening_hours   שעות פעילות  ימים א', ג' ימים ב', ה' ימים ד', ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 15:00  8:00 - 13:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט  נגישות לנכים
"הכלניות 47, רכסים",מאוחדת,04-9040304,"Opening_hours   שעות פעילות  ימים א', ב', ד' ימים ג', ו' יום ה' יום שבת   8:00 - 12:00, 16:00 - 19:00  8:00 - 12:00  8:00 - 12:00, 17:00 - 19:00  9:00 - 13:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה
"הכנסת 8, ראשון לציון, רמת אליהו",שירותי בריאות כללית,03-9428200,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
